Game,Score,Reward,Loss,Q_value
0.0,1.0,-1.5839963287945351,1.74026669646927,-0.9059807360172272
1.0,0.0,-1.1806328327220414,0.7800843527412857,-0.41505100578069687
2.0,0.0,-1.3734185868687976,0.0936978360063247,-0.5922047793865204
3.0,0.0,-1.5606624936814784,1.2495265282087922,-0.7160536646842957
4.0,1.0,-0.6313374872370184,0.9866452919832396,0.1563294604420662
5.0,0.0,-1.3437244844421328,0.12154548764595219,-0.940291166305542
6.0,0.0,-1.4388132674151386,0.3908654165856504,-0.6225972697138786
7.0,0.0,-1.6644511322501008,0.14816314727772062,-0.8754898905754089
8.0,0.0,-1.8502480650469115,0.12310583940537477,-0.9143164455890656
9.0,0.0,-1.3038613981337732,1.0269368254664157,-0.7311657667160034
10.0,0.0,-1.8615402411379978,1.6893476076434328,-1.3356288075447083
11.0,0.0,-1.1891939639164222,0.37208702580671305,-0.8304646015167236
12.0,0.0,-1.3856674768738566,0.08398727542771667,-1.1050389409065247
13.0,0.0,-0.7912065394658321,0.26458446982001776,-0.9956978261470795
14.0,0.0,-1.808526903343322,0.4075344045731154,-2.2057220935821533
15.0,0.0,-1.1518614117742314,0.9649916757044277,-1.1580234169960022
16.0,0.0,-1.0785973358240453,0.5804293271062819,-0.9970026314258575
17.0,0.0,-1.7886737378602025,0.23106968165238334,-1.9686890840530396
18.0,0.0,-1.9188801777556268,0.14681887661355666,-1.8410912156105042
19.0,0.0,-2.1320431386953365,3.1247383261893558,-1.8247122764587402
20.0,0.0,-1.1945426978167346,0.13568404659552388,-1.8605331778526306
21.0,0.0,-1.9020947460399709,1.5922228160266902,-2.5336743593215942
22.0,0.0,-1.1106700940157692,0.4619900423864448,-2.422718346118927
23.0,0.5,-1.44404777084895,1.3438591913875977,-2.9127821922302246
24.0,0.0,-1.6366615151619586,0.3308213171799881,-3.121641755104065
25.0,1.0,-1.233639150022476,0.5681885603890309,-3.0347713232040405
26.0,0.0,-1.797825689646904,0.7119297422535487,-3.291865825653076
27.0,0.0,-1.4735214650827007,0.13987973540626322,-3.4328338503837585
28.0,0.0,-0.48476206797193855,1.653115536825175,-2.471948593854904
29.0,0.0,-1.1357571917108575,0.4369564271760696,-3.4940006136894226
30.0,0.0,-1.3022838325042523,0.4871555506856308,-3.5632787942886353
31.0,0.0,-1.760906173332963,0.22689903932320143,-3.6334502696990967
32.0,0.0,-1.6436688123372023,0.1233580022116017,-3.4233031272888184
33.0,0.0,-1.8643257932671138,0.1946391513816447,-3.4372178316116333
34.0,0.0,-1.5711645097292508,1.237864998595434,-3.2720857858657837
35.0,0.0,-1.4008314682104155,0.1137969880779666,-3.5011956691741943
36.0,0.0,-1.7052809742508566,0.09931955577234136,-4.259101033210754
37.0,0.0,-1.4891636059003934,0.15758764096851033,-4.221635222434998
38.0,0.0,-1.5723796858356889,0.5046468095155716,-4.313150644302368
39.0,0.0,-0.8133521317090802,1.6091062779461849,-3.915294885635376
40.0,0.0,-1.431927601432294,1.4682425655473206,-4.268905401229858
41.0,0.0,-1.8650312279541832,0.36630885133227387,-4.313005328178406
42.0,0.0,-1.9945608631853178,2.323745465605122,-4.53192138671875
43.0,0.0,-2.0409580633006423,0.38477263358758307,-5.085106134414673
44.0,0.0,-1.5852273444822287,0.18031254516336048,-4.848256349563599
45.0,0.0,-1.3258147432594902,0.21330650643660903,-5.128584861755371
46.0,0.0,-1.5238152497080966,0.8418125905188989,-5.723557710647583
47.0,0.0,-1.9163956539944402,0.18959593798758254,-5.859976768493652
48.0,0.0,-1.3678380376649524,0.35240559583941583,-5.934906005859375
49.0,0.0,-1.7512203219888602,0.7167755023944222,-5.994579076766968
50.0,0.0,-1.5415635091602602,0.4089327374759999,-6.633944988250732
51.0,0.0,-1.504167328061689,0.204641367784158,-6.794784307479858
52.0,0.0,-2.009031900229859,0.4085900546062822,-7.710855722427368
53.0,0.0,-1.4349961680844978,0.09620107899107616,-6.978866815567017
54.0,0.0,-1.0281454175168951,0.21712511855648797,-6.842754602432251
55.0,0.0,-1.780458766719569,0.2845525684483858,-7.520739793777466
56.0,0.0,-1.680712235428809,0.15616158251478654,-6.709293842315674
57.0,1.0,-1.2700752515861575,0.7630060955123265,-6.416105270385742
58.0,0.0,-1.66848000604457,0.07870238565288114,-6.572536468505859
59.0,0.0,-1.610499621145841,0.10714586430549389,-6.488900661468506
60.0,0.0,-1.4720501649758764,0.06052073279923727,-6.526053190231323
61.0,0.0,-1.4984843233889211,1.749560124086439,-6.347361326217651
62.0,0.0,-1.8394191423816422,0.1856886740618696,-7.033488750457764
63.0,0.0,-0.9782474465401785,0.19767152557656315,-5.714678525924683
64.0,0.0,-2.855620698420396,1.5953248437689393,-7.816376447677612
65.0,0.0,-1.5557254023118543,0.18772841433662202,-7.3209216594696045
66.0,0.0,-1.9888864034765317,0.5490397859586381,-7.944512367248535
67.0,0.0,-1.6146858273398772,0.2138998960435856,-7.7778894901275635
68.0,0.0,-1.916195148500765,0.11841261779611362,-8.620918035507202
69.0,0.0,-2.197474002938387,0.44472509095930113,-9.605891704559326
70.0,0.0,-1.4731203552427048,0.2785792447806971,-7.223228454589844
71.0,0.0,-1.7939444743223314,0.2194201794254484,-8.34229564666748
72.0,0.0,-1.4118763906863134,0.5954246697163932,-7.65991997718811
73.0,0.0,-2.4607009749706226,0.8674176916616112,-8.751660823822021
74.0,0.0,-1.9244788570683933,0.3349949471543485,-7.96938943862915
75.0,0.0,-1.3698155015485554,0.1925255859392125,-7.38120436668396
76.0,0.0,-1.8096102674410492,0.2517572898497327,-8.001689195632935
77.0,0.0,-1.387553278625903,0.07547997591226854,-7.196010589599609
78.0,0.0,-1.382948627083176,0.4270186272026189,-6.99506139755249
79.0,0.0,-2.4697259934027,0.3621633129551623,-8.246930122375488
80.0,0.0,-1.846509720203319,0.8031270557031831,-7.858339309692383
81.0,0.0,-1.6749344222170661,0.07681560818612829,-7.42824649810791
82.0,0.0,-2.293996676268808,0.6249674654080112,-8.053152322769165
83.0,0.0,-1.0676964976771965,0.43706115487579045,-6.91450572013855
